words,Disputed_49,Disputed_50,Disputed_51,Disputed_52,Disputed_53,Disputed_54,Disputed_55,Disputed_56,Disputed_57,Disputed_58,Disputed_62,Disputed_63,Hamilton_1,Hamilton_11,Hamilton_12,Hamilton_13,Hamilton_15,Hamilton_16,Hamilton_17,Hamilton_21,Hamilton_22,Hamilton_23,Hamilton_24,Hamilton_25,Hamilton_26,Hamilton_27,Hamilton_28,Hamilton_29,Hamilton_30,Hamilton_31,Hamilton_32,Hamilton_33,Hamilton_34,Hamilton_35,Hamilton_36,Hamilton_59,Hamilton_6,Hamilton_60,Hamilton_61,Hamilton_65,Hamilton_66,Hamilton_67,Hamilton_68,Hamilton_69,Hamilton_7,Hamilton_70,Hamilton_71,Hamilton_72,Hamilton_73,Hamilton_74,Hamilton_75,Hamilton_76,Hamilton_77,Hamilton_78,Hamilton_79,Hamilton_8,Hamilton_80,Hamilton_81,Hamilton_82,Hamilton_83,Hamilton_84,Hamilton_85,Hamilton_9,Jay_2,Jay_3,Jay_4,Jay_5,Madison_10,Madison_14,Madison_37,Madison_38,Madison_39,Madison_40,Madison_41,Madison_42,Madison_43,Madison_44,Madison_45,Madison_46,Madison_47,Madison_48,merged,Shared_18,Shared_19,Shared_20,TestCase_64
security,0.5938242280285035,0.0,4.110996916752312,0.0,1.8281535648994516,0.0,0.0,0.5959475566150179,0.444642063139173,1.413760603204524,0.8316008316008316,0.0,1.2277470841006752,0.0,0.9149130832570906,0.0,0.0,0.4837929366231253,0.0,0.49504950495049505,0.2795638803466592,0.0,1.4800197335964478,0.992063492063492,1.2432656444260257,0.0,1.8337408312958434,0.8873114463176576,0.5025125628140704,1.1344299489506524,0.0,0.0,0.44603033006244425,0.0,0.33400133600534404,1.5455950540958268,0.0,0.43878894251864853,1.9329896907216495,0.9799118079372856,1.3071895424836601,0.0,0.6523157208088715,0.0,0.0,1.188707280832095,0.5656108597285069,0.9699321047526673,0.835421888053467,0.0,1.5267175572519083,0.0,0.9910802775024776,0.3243593902043464,0.0,0.9624639076034649,0.4035512510088781,0.5069708491761723,0.0,0.8520790729379687,0.7072135785007072,1.099303774276292,0.9930486593843098,0.5920663114268797,2.0408163265306123,0.0,0.0,0.9897723523589574,0.0,0.36429872495446264,0.2983293556085919,0.0,0.0,1.6745743790120011,0.0,0.28826751225136926,0.3414134516899966,1.3940520446096654,0.0,0.0,1.5831134564643798,0.6034500697088874,0.0,0.0,0.0,0.8583690987124463
means,0.5938242280285035,0.8857395925597874,1.027749229188078,1.070090957731407,2.2851919561243146,0.4948045522018803,1.9351717464925011,0.0,1.3339261894175187,0.471253534401508,0.4158004158004158,0.9807126511932004,0.0,0.7917656373713381,1.3723696248856359,0.0,0.3214400514304082,1.4513788098693758,0.0,0.49504950495049505,0.2795638803466592,1.6357688113413305,0.0,1.488095238095238,0.41442188147534187,0.0,1.8337408312958434,0.4436557231588288,1.507537688442211,2.8360748723766305,0.0,1.749271137026239,0.8920606601248885,0.0,0.33400133600534404,0.5151983513652757,0.44523597506678536,0.43878894251864853,0.0,0.4899559039686428,0.0,0.0,0.6523157208088715,0.33288948069241014,0.0,0.0,1.1312217194570138,0.0,0.4177109440267335,0.0,0.0,0.0,0.0,0.3243593902043464,0.0,1.4436958614051971,0.4035512510088781,0.25348542458808615,0.0,0.0,0.47147571900047147,0.0,2.482621648460775,0.0,0.6802721088435374,1.2040939193257074,0.0,0.9897723523589574,0.0,0.36429872495446264,0.5966587112171838,0.0,1.6350555918901242,1.3954786491766675,0.0,0.0,1.3656538067599864,0.4646840148698885,1.5151515151515151,0.3606202668589975,0.5277044854881267,0.5982479139355349,0.4672897196261682,0.0,0.6447453255963894,0.42918454935622313
peace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9643201542912248,0.0,0.6257822277847309,0.49504950495049505,0.8386916410399776,0.5452562704471101,4.440059200789344,3.968253968253968,4.144218814753419,0.0,1.8337408312958434,0.4436557231588288,0.5025125628140704,0.5672149744753262,0.0,0.0,2.230151650312221,0.0,0.0,0.0,0.8904719501335707,0.0,0.0,0.0,0.0,0.0,0.0,0.33288948069241014,1.7182130584192439,0.5943536404160475,0.0,0.48496605237633367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48123195380173245,2.0177562550443904,0.5069708491761723,0.0,0.17041581458759372,0.0,0.36643459142543056,0.4965243296921549,1.1841326228537594,3.401360544217687,1.2040939193257074,1.4587892049598834,0.0,0.9220839096357768,0.0,0.0,0.0,0.0,1.6745743790120011,0.0,0.28826751225136926,0.6828269033799932,2.7881040892193307,0.0,2.163721601153985,0.0,0.5878436023888299,0.9345794392523364,2.4084778420038533,1.9342359767891684,0.42918454935622313
america,0.5938242280285035,0.0,1.027749229188078,0.0,0.9140767824497258,0.4948045522018803,1.4513788098693758,0.0,0.0,0.0,1.2474012474012475,0.9807126511932004,0.6138735420503376,3.1670625494853524,0.9149130832570906,1.0131712259371835,0.6428801028608164,0.0,0.6257822277847309,0.49504950495049505,0.8386916410399776,0.5452562704471101,0.9866798223976321,0.0,1.6576875259013675,0.0,0.0,0.4436557231588288,1.507537688442211,0.0,0.0,0.0,0.0,0.0,0.0,0.5151983513652757,0.0,0.0,0.0,0.0,0.0,0.5973715651135005,0.6523157208088715,0.33288948069241014,0.8591065292096219,0.2971768202080238,0.0,0.0,0.0,0.0,0.5089058524173028,0.0,0.0,0.0,0.0,0.48123195380173245,0.0,0.0,0.0,0.0,0.47147571900047147,0.36643459142543056,0.9930486593843098,4.144464179988159,4.081632653061225,3.0102347983142685,3.6469730123997084,0.0,1.8441678192715536,0.0,0.5966587112171838,1.1393847322445878,0.9810333551340745,2.790957298353335,0.3563791874554526,0.0,0.6828269033799932,1.3940520446096654,0.3787878787878788,0.3606202668589975,0.0,0.5826414466154775,0.0,0.0,0.0,0.0
circumstances,0.5938242280285035,2.657218777679362,0.0,1.6051364365971108,1.8281535648994516,0.0,1.9351717464925011,6.5554231227651965,0.889284126278346,0.942507068803016,0.0,0.6538084341288003,0.0,0.7917656373713381,0.4574565416285453,1.0131712259371835,0.6428801028608164,0.0,0.0,1.4851485148514851,0.0,2.1810250817884405,0.49333991119881604,0.0,0.8288437629506837,0.6720430107526882,0.6112469437652812,0.4436557231588288,0.0,0.0,0.0,0.0,0.0,0.0,1.3360053440213762,1.0303967027305514,0.0,0.43878894251864853,0.6443298969072165,0.0,0.0,0.5973715651135005,0.6523157208088715,0.6657789613848203,0.8591065292096219,1.4858841010401187,0.0,0.9699321047526673,0.4177109440267335,0.0,0.5089058524173028,0.510986203372509,0.9910802775024776,0.3243593902043464,1.8975332068311195,0.48123195380173245,0.0,0.25348542458808615,0.0,1.0224948875255624,0.0,1.099303774276292,0.4965243296921549,0.0,2.0408163265306123,1.8061408789885611,1.4587892049598834,0.6598482349059717,0.0,0.36429872495446264,0.0,0.0,0.6540222367560498,0.0,0.0,0.0,0.0,0.0,0.3787878787878788,0.0,1.0554089709762533,0.5826414466154775,0.0,0.0,0.6447453255963894,1.2875536480686696
reason,2.375296912114014,1.7714791851195748,0.0,2.140181915462814,1.3711151736745886,0.4948045522018803,0.9675858732462506,0.0,0.889284126278346,0.942507068803016,0.4158004158004158,0.9807126511932004,0.6138735420503376,0.0,0.4574565416285453,1.0131712259371835,0.6428801028608164,0.0,0.6257822277847309,0.0,0.8386916410399776,0.5452562704471101,0.49333991119881604,0.0,0.8288437629506837,0.6720430107526882,0.0,1.7746228926353151,0.0,0.0,0.0,0.0,0.44603033006244425,0.43898156277436345,0.33400133600534404,1.0303967027305514,0.44523597506678536,0.43878894251864853,1.288659793814433,1.4698677119059285,1.7429193899782134,0.0,0.0,0.6657789613848203,0.42955326460481097,0.5943536404160475,1.1312217194570138,1.454898157129001,0.4177109440267335,0.0,0.0,0.0,0.4955401387512388,1.2974375608173856,0.0,0.0,0.8071025020177562,1.2674271229404308,0.639386189258312,0.34083162917518744,0.7072135785007072,0.36643459142543056,0.0,1.7761989342806395,0.0,0.0,0.7293946024799417,0.9897723523589574,0.0,0.0,0.5966587112171838,0.379794910748196,0.9810333551340745,0.27909572983533354,0.3563791874554526,0.28826751225136926,0.6828269033799932,0.0,0.3787878787878788,0.0,1.0554089709762533,0.577439290842125,0.0,0.0,0.0,0.8583690987124463
single,0.0,0.8857395925597874,1.027749229188078,0.0,2.2851919561243146,1.4844136566056407,0.0,1.1918951132300357,0.444642063139173,1.413760603204524,0.4158004158004158,0.0,0.0,0.7917656373713381,0.9149130832570906,0.0,0.0,0.9675858732462506,0.0,0.0,1.1182555213866368,0.0,0.49333991119881604,0.0,0.0,1.3440860215053765,0.6112469437652812,0.0,0.0,0.0,0.0,0.0,0.44603033006244425,0.43898156277436345,0.6680026720106881,0.0,0.0,1.3163668275559457,1.9329896907216495,0.0,0.0,0.0,1.304631441617743,1.3315579227696406,0.0,2.674591381872214,0.0,0.0,1.2531328320802004,2.909796314258002,1.0178117048346056,2.043944813490036,0.4955401387512388,0.3243593902043464,0.0,0.48123195380173245,0.0,0.0,0.639386189258312,0.34083162917518744,0.47147571900047147,0.7328691828508611,1.9860973187686195,0.0,0.6802721088435374,0.6020469596628537,0.0,0.32992411745298583,0.0,0.36429872495446264,1.7899761336515514,0.379794910748196,0.3270111183780249,1.1163829193413342,0.0,0.5765350245027385,0.3414134516899966,0.929368029739777,0.3787878787878788,0.721240533717995,1.0554089709762533,0.5722371350687725,0.4672897196261682,0.0,0.0,0.0
respect,0.0,0.0,0.0,0.0,0.4570383912248629,2.474022761009401,0.0,0.5959475566150179,0.889284126278346,0.0,0.8316008316008316,0.32690421706440015,0.6138735420503376,1.187648456057007,1.3723696248856359,1.0131712259371835,0.3214400514304082,0.0,0.0,0.0,0.2795638803466592,0.5452562704471101,2.46669955599408,0.496031746031746,0.8288437629506837,0.6720430107526882,0.0,0.8873114463176576,0.5025125628140704,1.1344299489506524,0.0,2.3323615160349855,0.8920606601248885,0.43898156277436345,0.33400133600534404,1.0303967027305514,0.0,1.7551557700745941,1.9329896907216495,0.4899559039686428,0.43572984749455335,0.5973715651135005,1.9569471624266144,2.996005326231691,0.42955326460481097,0.0,1.1312217194570138,0.0,0.4177109440267335,0.0,0.5089058524173028,0.510986203372509,0.4955401387512388,0.0,1.8975332068311195,0.0,0.4035512510088781,0.7604562737642585,1.278772378516624,0.5112474437627812,0.0,0.0,0.9930486593843098,0.5920663114268797,4.761904761904763,0.0,0.7293946024799417,0.32992411745298583,0.0,0.36429872495446264,0.0,0.0,0.0,0.27909572983533354,1.069137562366358,0.0,0.3414134516899966,0.4646840148698885,0.0,0.3606202668589975,1.0554089709762533,0.5722371350687725,0.0,0.0,0.0,0.8583690987124463
course,0.0,0.0,0.0,0.0,1.3711151736745886,0.0,0.4837929366231253,0.5959475566150179,0.0,0.0,0.0,0.0,1.2277470841006752,1.187648456057007,0.0,0.0,0.3214400514304082,0.9675858732462506,0.0,0.9900990099009901,0.2795638803466592,1.0905125408942202,0.0,0.992063492063492,0.0,0.6720430107526882,0.6112469437652812,1.3309671694764862,1.0050251256281408,0.5672149744753262,0.0,0.0,0.8920606601248885,0.8779631255487269,0.6680026720106881,0.0,0.8904719501335707,0.43878894251864853,0.0,1.4698677119059285,0.8714596949891067,1.194743130227001,0.0,0.6657789613848203,0.0,0.2971768202080238,0.5656108597285069,0.9699321047526673,0.4177109440267335,0.9699321047526673,0.5089058524173028,0.510986203372509,0.9910802775024776,0.3243593902043464,0.9487666034155597,0.9624639076034649,0.8071025020177562,1.520912547528517,1.9181585677749362,1.5337423312883436,0.47147571900047147,1.4657383657017222,0.4965243296921549,0.5920663114268797,0.0,0.0,0.7293946024799417,0.0,0.9220839096357768,1.4571948998178506,0.0,0.0,0.3270111183780249,0.27909572983533354,0.3563791874554526,0.5765350245027385,0.6828269033799932,0.929368029739777,0.7575757575757576,0.0,1.0554089709762533,0.56703497929542,0.0,0.0,0.0,0.42918454935622313
present,1.187648456057007,0.8857395925597874,0.0,0.5350454788657035,0.0,0.0,0.9675858732462506,0.5959475566150179,0.444642063139173,0.942507068803016,0.4158004158004158,0.0,0.6138735420503376,0.7917656373713381,0.9149130832570906,0.0,1.6072002571520412,0.9675858732462506,0.6257822277847309,0.49504950495049505,0.5591277606933184,1.0905125408942202,0.49333991119881604,0.0,0.0,0.6720430107526882,0.0,0.4436557231588288,1.507537688442211,0.0,0.0,0.0,0.8920606601248885,0.0,0.0,1.0303967027305514,0.44523597506678536,0.0,0.6443298969072165,0.4899559039686428,0.0,0.0,0.0,0.6657789613848203,0.42955326460481097,0.0,0.5656108597285069,0.9699321047526673,0.0,0.0,2.035623409669211,1.021972406745018,0.0,0.6487187804086928,0.9487666034155597,0.48123195380173245,0.4035512510088781,0.25348542458808615,0.639386189258312,0.6816632583503749,1.6501650165016502,1.4657383657017222,0.4965243296921549,1.1841326228537594,2.0408163265306123,1.2040939193257074,1.4587892049598834,0.32992411745298583,0.4610419548178884,0.36429872495446264,0.8949880668257757,0.379794910748196,0.3270111183780249,0.5581914596706671,0.0,0.28826751225136926,0.0,0.4646840148698885,0.7575757575757576,0.0,0.0,0.5618328235220675,1.4018691588785046,0.4816955684007707,1.2894906511927788,0.8583690987124463
whether,0.5938242280285035,3.5429583702391496,0.0,2.140181915462814,0.4570383912248629,0.4948045522018803,1.4513788098693758,0.5959475566150179,0.889284126278346,0.0,0.0,0.0,1.2277470841006752,0.39588281868566905,0.0,0.0,0.3214400514304082,0.9675858732462506,0.0,0.0,0.5591277606933184,0.5452562704471101,0.0,0.496031746031746,0.41442188147534187,0.0,0.6112469437652812,0.8873114463176576,0.0,0.0,0.0,0.0,0.0,0.8779631255487269,0.33400133600534404,0.0,0.8904719501335707,0.0,0.6443298969072165,0.9799118079372856,0.0,0.5973715651135005,0.0,0.9986684420772304,0.0,0.2971768202080238,1.1312217194570138,1.454898157129001,0.0,0.9699321047526673,0.0,0.510986203372509,0.9910802775024776,0.0,0.9487666034155597,0.0,0.8071025020177562,0.25348542458808615,0.639386189258312,0.34083162917518744,0.23573785950023574,1.099303774276292,0.0,0.5920663114268797,2.0408163265306123,1.2040939193257074,1.4587892049598834,0.6598482349059717,0.0,0.0,0.8949880668257757,0.379794910748196,1.6350555918901242,1.1163829193413342,0.0,0.28826751225136926,1.3656538067599864,0.929368029739777,1.1363636363636362,0.721240533717995,1.5831134564643798,0.5618328235220675,0.0,0.0,0.6447453255963894,2.1459227467811157
causes,0.0,0.0,0.0,0.0,0.4570383912248629,0.0,0.0,0.0,0.444642063139173,0.471253534401508,0.0,0.6538084341288003,0.6138735420503376,0.39588281868566905,0.0,1.0131712259371835,0.3214400514304082,0.4837929366231253,0.6257822277847309,0.49504950495049505,0.0,0.0,0.0,0.0,0.0,0.6720430107526882,0.0,0.0,0.0,0.0,0.0,0.0,0.44603033006244425,0.43898156277436345,0.0,0.0,0.8904719501335707,0.43878894251864853,0.0,0.0,0.43572984749455335,0.0,0.0,0.0,1.7182130584192439,0.2971768202080238,0.0,0.48496605237633367,0.0,0.9699321047526673,0.0,0.0,0.0,0.0,0.0,0.9624639076034649,3.228410008071025,3.802281368821293,5.754475703324808,3.919563735514656,0.0,0.0,0.0,0.0,5.442176870748299,2.408187838651415,0.7293946024799417,1.9795447047179149,0.0,0.36429872495446264,0.0,0.0,0.0,0.27909572983533354,0.0,0.0,0.0,0.4646840148698885,0.3787878787878788,0.0,0.0,0.5618328235220675,0.0,0.4816955684007707,0.6447453255963894,0.0
however,1.187648456057007,0.8857395925597874,0.513874614594039,0.0,0.0,0.4948045522018803,0.0,1.7878426698450536,0.889284126278346,0.942507068803016,0.8316008316008316,0.9807126511932004,1.8416206261510129,0.0,0.0,1.0131712259371835,0.3214400514304082,0.0,0.0,0.49504950495049505,0.5591277606933184,1.0905125408942202,1.4800197335964478,0.496031746031746,0.41442188147534187,0.6720430107526882,0.6112469437652812,0.0,0.5025125628140704,0.5672149744753262,0.6609385327164573,0.5830903790087464,0.8920606601248885,0.43898156277436345,0.33400133600534404,0.5151983513652757,0.44523597506678536,1.3163668275559457,0.6443298969072165,0.0,0.0,0.0,0.0,0.6657789613848203,0.42955326460481097,0.5943536404160475,1.1312217194570138,0.0,0.0,0.0,0.5089058524173028,0.0,0.9910802775024776,0.3243593902043464,0.0,0.48123195380173245,0.0,0.25348542458808615,0.0,0.8520790729379687,0.47147571900047147,1.4657383657017222,1.4895729890764648,1.1841326228537594,0.0,0.6020469596628537,0.0,0.9897723523589574,0.9220839096357768,1.4571948998178506,1.1933174224343677,0.379794910748196,0.3270111183780249,0.0,0.3563791874554526,0.0,0.0,0.4646840148698885,0.7575757575757576,0.721240533717995,1.0554089709762533,0.5566306677487151,0.9345794392523364,0.0,1.2894906511927788,0.8583690987124463
principle,1.7814726840855108,0.0,2.055498458376156,0.5350454788657035,0.4570383912248629,2.9688273132112815,0.0,1.1918951132300357,0.889284126278346,0.942507068803016,0.0,0.6538084341288003,0.0,0.0,0.0,1.0131712259371835,1.6072002571520412,2.4189646831156266,1.8773466833541927,1.9801980198019802,0.8386916410399776,0.5452562704471101,0.49333991119881604,0.496031746031746,0.0,0.0,1.2224938875305624,0.0,1.507537688442211,0.0,0.0,0.0,0.8920606601248885,0.0,0.0,1.5455950540958268,0.44523597506678536,0.43878894251864853,0.0,0.0,2.1786492374727673,0.0,0.0,0.0,1.288659793814433,0.0,1.6968325791855203,0.48496605237633367,0.0,0.0,0.5089058524173028,0.0,0.0,0.6487187804086928,0.0,0.0,1.2106537530266344,0.25348542458808615,0.0,0.0,0.0,0.0,2.9791459781529297,0.0,0.0,0.0,0.0,0.32992411745298583,1.3831258644536653,0.0,0.0,1.1393847322445878,0.3270111183780249,0.0,0.0,1.4413375612568464,0.6828269033799932,0.0,0.0,0.721240533717995,0.0,0.5566306677487151,0.4672897196261682,1.445086705202312,0.6447453255963894,0.42918454935622313
view,1.187648456057007,1.7714791851195748,1.541623843782117,2.140181915462814,0.0,0.9896091044037606,0.4837929366231253,0.5959475566150179,0.0,0.471253534401508,0.8316008316008316,0.32690421706440015,1.2277470841006752,1.187648456057007,0.4574565416285453,3.0395136778115504,0.3214400514304082,0.4837929366231253,0.0,0.9900990099009901,0.8386916410399776,0.5452562704471101,1.4800197335964478,0.0,0.41442188147534187,0.0,0.0,0.0,0.0,0.5672149744753262,0.6609385327164573,0.0,0.8920606601248885,0.8779631255487269,1.002004008016032,0.5151983513652757,0.0,0.8775778850372971,0.6443298969072165,0.4899559039686428,0.43572984749455335,0.5973715651135005,0.0,0.33288948069241014,0.42955326460481097,0.2971768202080238,0.0,0.48496605237633367,0.0,0.9699321047526673,1.0178117048346056,1.532958610117527,0.9910802775024776,0.6487187804086928,0.0,0.48123195380173245,0.0,0.7604562737642585,0.0,0.17041581458759372,0.47147571900047147,0.7328691828508611,0.9930486593843098,0.5920663114268797,0.0,0.6020469596628537,0.0,0.6598482349059717,0.4610419548178884,1.092896174863388,0.2983293556085919,0.0,0.6540222367560498,0.8372871895060006,1.4255167498218104,0.28826751225136926,0.0,0.929368029739777,0.3787878787878788,0.3606202668589975,0.0,0.5462263562020101,0.0,0.0,0.0,0.42918454935622313
situation,0.0,0.0,0.0,0.0,0.0,0.4948045522018803,0.0,1.7878426698450536,0.889284126278346,0.0,1.2474012474012475,0.32690421706440015,0.0,1.5835312747426762,1.3723696248856359,0.0,0.9643201542912248,0.4837929366231253,0.6257822277847309,0.9900990099009901,0.8386916410399776,0.0,0.9866798223976321,0.992063492063492,0.8288437629506837,0.6720430107526882,1.2224938875305624,0.0,2.512562814070352,0.0,0.0,0.0,0.0,1.3169446883230904,1.3360053440213762,1.5455950540958268,0.44523597506678536,0.8775778850372971,0.6443298969072165,0.4899559039686428,0.0,0.5973715651135005,1.9569471624266144,0.0,1.288659793814433,0.0,0.5656108597285069,1.454898157129001,0.4177109440267335,0.0,0.0,0.510986203372509,0.0,0.0,1.8975332068311195,2.8873917228103942,0.0,0.0,0.639386189258312,0.5112474437627812,0.0,1.099303774276292,0.4965243296921549,0.0,0.0,3.6122817579771223,0.0,0.6598482349059717,0.4610419548178884,0.7285974499089253,0.8949880668257757,0.0,0.3270111183780249,1.1163829193413342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5462263562020101,0.0,0.4816955684007707,0.0,0.0
still,1.187648456057007,0.0,0.513874614594039,1.070090957731407,0.0,0.4948045522018803,1.4513788098693758,0.0,0.889284126278346,0.471253534401508,1.2474012474012475,0.32690421706440015,0.0,0.7917656373713381,0.0,1.0131712259371835,2.2500803600128574,0.0,0.6257822277847309,0.9900990099009901,0.2795638803466592,0.5452562704471101,0.49333991119881604,0.992063492063492,0.8288437629506837,0.6720430107526882,0.0,0.0,0.5025125628140704,0.0,0.0,0.0,0.8920606601248885,0.43898156277436345,0.6680026720106881,0.0,0.8904719501335707,0.8775778850372971,0.6443298969072165,0.9799118079372856,0.43572984749455335,0.5973715651135005,0.0,0.33288948069241014,1.7182130584192439,0.2971768202080238,0.5656108597285069,0.48496605237633367,0.0,0.0,1.0178117048346056,0.0,0.0,0.3243593902043464,0.9487666034155597,0.0,0.8071025020177562,0.7604562737642585,0.0,0.6816632583503749,0.0,0.7328691828508611,0.9930486593843098,1.1841326228537594,0.0,0.0,0.0,0.0,0.9220839096357768,1.4571948998178506,0.2983293556085919,0.0,0.6540222367560498,0.27909572983533354,0.7127583749109052,0.28826751225136926,0.3414134516899966,0.4646840148698885,0.7575757575757576,1.0818608005769925,1.0554089709762533,0.5410242004286576,0.0,0.4816955684007707,0.0,0.8583690987124463
court,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6138735420503376,0.0,0.0,0.0,0.3214400514304082,0.0,0.0,0.0,1.1182555213866368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44523597506678536,0.43878894251864853,0.0,7.3493385595296425,3.4858387799564268,0.5973715651135005,0.0,0.33288948069241014,0.8591065292096219,0.0,0.0,0.0,0.4177109440267335,0.0,0.0,0.510986203372509,0.0,0.0,0.0,0.0,1.6142050040355125,6.590621039290241,6.39386189258312,2.8970688479890936,0.23573785950023574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88496213487198,0.0,0.5410242004286576,0.4672897196261682,0.0,0.0,0.0
right,0.5938242280285035,0.0,0.0,1.6051364365971108,0.0,1.4844136566056407,0.0,0.0,2.6678523788350375,0.471253534401508,0.4158004158004158,0.6538084341288003,1.8416206261510129,0.0,0.4574565416285453,0.0,0.6428801028608164,0.0,0.0,1.9801980198019802,1.397819401733296,0.0,1.9733596447952642,0.0,0.0,0.0,0.6112469437652812,0.8873114463176576,1.507537688442211,1.1344299489506524,0.6609385327164573,0.0,0.0,0.0,0.33400133600534404,0.5151983513652757,0.0,1.7551557700745941,0.0,0.0,1.3071895424836601,0.0,0.6523157208088715,1.9973368841544608,1.288659793814433,0.2971768202080238,0.5656108597285069,0.48496605237633367,0.0,0.9699321047526673,0.0,0.0,1.9821605550049552,0.3243593902043464,0.0,0.0,0.0,0.5069708491761723,0.639386189258312,0.17041581458759372,0.47147571900047147,0.0,0.0,0.5920663114268797,0.6802721088435374,0.6020469596628537,0.0,0.0,0.0,0.0,0.0,0.0,0.3270111183780249,0.0,0.3563791874554526,3.170942634765062,1.707067258449983,0.0,0.0,0.0,0.0,0.5358220446553053,0.9345794392523364,0.4816955684007707,0.0,0.0
her,0.0,0.0,0.0,0.0,0.0,0.0,0.4837929366231253,0.0,2.2232103156958645,0.0,1.6632016632016633,0.6538084341288003,0.0,5.146476642913697,0.4574565416285453,10.131712259371835,0.0,0.0,0.0,0.49504950495049505,0.2795638803466592,0.0,0.49333991119881604,1.488095238095238,0.0,0.0,1.8337408312958434,0.0,0.0,0.0,0.0,0.0,0.0,0.43898156277436345,0.0,0.0,0.8904719501335707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7182130584192439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9624639076034649,0.0,0.0,0.0,0.8520790729379687,0.0,0.0,0.0,0.0,0.0,0.0,5.105762217359592,0.0,1.3831258644536653,0.36429872495446264,2.088305489260143,0.0,0.0,3.907340217694669,0.0,0.28826751225136926,0.0,0.0,0.0,1.0818608005769925,0.0,0.5358220446553053,2.336448598130841,0.0,1.9342359767891684,0.0
jurisdiction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6257822277847309,0.49504950495049505,0.8386916410399776,0.5452562704471101,0.0,0.0,0.0,0.6720430107526882,0.6112469437652812,0.0,0.5025125628140704,0.0,1.9828155981493722,1.749271137026239,0.8920606601248885,0.8779631255487269,0.0,0.0,0.0,0.0,0.0,0.4899559039686428,0.0,0.0,0.0,0.33288948069241014,0.42955326460481097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.035512510088781,5.32319391634981,9.59079283887468,2.556237218813906,0.0,0.0,0.0,0.0,0.6802721088435374,0.0,0.0,0.0,0.9220839096357768,0.36429872495446264,0.0,0.379794910748196,0.3270111183780249,0.27909572983533354,2.138275124732716,0.28826751225136926,0.0,0.0,0.3787878787878788,0.3606202668589975,0.0,0.5358220446553053,0.9345794392523364,0.9633911368015414,0.0,0.0
principles,0.5938242280285035,0.0,2.055498458376156,0.0,0.4570383912248629,0.0,1.4513788098693758,0.5959475566150179,0.889284126278346,1.413760603204524,2.079002079002079,0.32690421706440015,1.8416206261510129,0.39588281868566905,0.0,0.0,0.6428801028608164,0.0,0.6257822277847309,0.0,0.2795638803466592,0.5452562704471101,0.0,0.0,1.2432656444260257,0.6720430107526882,0.0,0.4436557231588288,0.5025125628140704,1.1344299489506524,0.0,0.0,0.44603033006244425,0.8779631255487269,0.33400133600534404,0.0,0.0,0.43878894251864853,0.0,0.0,0.43572984749455335,0.0,0.0,0.0,0.42955326460481097,0.8915304606240713,1.1312217194570138,0.0,0.4177109440267335,0.0,0.0,0.510986203372509,0.4955401387512388,0.3243593902043464,0.0,0.48123195380173245,2.0177562550443904,0.5069708491761723,1.9181585677749362,0.17041581458759372,0.23573785950023574,0.0,0.9930486593843098,0.5920663114268797,0.0,0.6020469596628537,0.0,0.32992411745298583,0.0,1.4571948998178506,0.0,2.2787694644891756,2.616088947024199,0.0,0.0,1.153070049005477,0.6828269033799932,0.4646840148698885,0.0,1.44248106743599,0.5277044854881267,0.5306198888819527,0.0,0.0,0.0,0.0
